basin,std_obs,NSE,NNSE,MSE,RMSE,MAE,KGE,Pearson-r,low_var_flag,neg_basin_flag
08165300,6.325715656383119,0.48254474044247375,0.6589980124300926,20.70580588317548,4.55036326936383,0.4512206284910359,0.36550434805967025,0.8012810629485355,False,False
08171300,4.017078773761776,0.3537993487215412,0.6074593636100121,10.42768942500092,3.2291933087074427,1.4125785586412982,0.3105445835904922,0.6311082815535929,False,False
08175000,0.5064212240862057,0.08981065327505122,0.523508311735963,0.23342939547267827,0.48314531506853947,0.034463390407682974,-0.26182758317883215,0.4332277925065017,False,False
08176900,0.045806801950543014,-0.0130791449556793,0.4967514578379959,0.0021257065922408868,0.04610538571838313,0.010752588763015682,-0.35448740593485817,0.013446791836943093,False,True
08178880,0.46980240570651116,0.12287339065617287,0.5327291164177586,0.19359438595023526,0.4399936203517447,0.028098514953399614,-0.049769148004284336,0.6485831791308498,False,False
08189500,0.02912490161101666,-0.35793261264435583,0.4241003303646273,0.0011518797738590564,0.03393935435241891,0.022260457368805595,-0.12031552870282103,0.13798550298490334,False,True
08190000,32.515476810260736,0.2675182682923435,0.5772066635382811,774.4208758195454,27.828418492964083,3.4845032453185527,0.09017759240830392,0.7476988301509064,False,False
08190500,0.8219455423729481,0.04457214787159203,0.5113970320671961,0.6454817778024655,0.8034188059800851,0.06594557609192586,-0.6020390291945337,0.2416307840475375,False,False
08194200,0.3107393291238613,0.08547670149676001,0.5223232335599115,0.08830539177110462,0.2971622314008034,0.013593807535919324,-0.12801281561138156,0.39222901597515003,False,False
08195000,0.09229220646848706,0.07287611646961745,0.5189079999195777,0.007897103445959435,0.08886564828976062,0.007500642781546442,-0.22139299334708618,0.34378020145211874,False,False
08196000,0.022145368414338867,-0.3375126392874308,0.4278051734106733,0.000655939393727341,0.025611313783703894,0.009170068875887349,0.42747280403499,0.4709692721814262,False,True
08198500,4.651597082984656,0.20495723450703374,0.557089791521136,17.202622893004058,4.147604476442282,0.97121244539056,0.054198594966170854,0.49062664740810025,False,False
08200000,0.0843834679793848,0.1358443684685262,0.5364358978860915,0.006153280378511302,0.07844284784804349,0.007553119393329018,-0.24494929340590277,0.4949344295114882,False,False
08202700,0.0479661420163433,0.1946757469072845,0.5539171139405522,0.0018528504034012318,0.043044748848160695,0.011203348345361342,-22.72120311827919,0.5045232337890446,False,False
08377900,0.03569678477763107,0.21480106873707872,0.560161661811303,0.0010005479383558115,0.03163143908132875,0.019166140914289267,0.2667594110997241,0.5518470545467877,False,False
08378500,0.05090412149121993,0.08370765867852392,0.5218410460850663,0.0023743238231513433,0.04872703380210357,0.031063694339154502,0.29098037268488486,0.47451026190765705,False,False
08380500,0.0460376632639924,-0.5732277723519883,0.3886169777679562,0.003334403464101899,0.0577442937795753,0.0346601325798493,-4.764348239814413,0.19210867808313323,False,True
09035900,0.4749686451920744,0.6243074436027662,0.7269066008606418,0.08475444262693056,0.2911261627317795,0.1501445232781079,0.4799984350147344,0.8566333438730745,False,False
