basin,std_obs,NSE,NNSE,MSE,RMSE,MAE,KGE,Pearson-r,low_var_flag,neg_basin_flag
01169000,0.0026515803079340938,-4.592116247364775,0.15169635401981177,3.9317487820792844e-05,0.006270365844254452,0.005233617682736886,-131.77529382411066,0.23321064952375634,True,True
01170100,0.005063304182572443,-1.834477669483773,0.26079171303001164,7.266764359713278e-05,0.008524531869676643,0.004269893205647475,0.017865906484392458,0.29893034387570183,True,True
01181000,0.00951785239829472,-0.057089365792269975,0.48612375166056965,9.576121219315546e-05,0.009785765794926602,0.005914953915688219,0.21725892464777186,0.565152287047999,True,True
01439500,0.0018973824588729288,-31.376074699531245,0.029961582031515666,0.00011655581780385659,0.01079610197264997,0.006552947978379249,-2.7009687218350895,0.10639364920468838,True,True
01487000,0.009598833308328052,-3.472251498751291,0.18274013908684375,0.00041206252363170493,0.020299323230879025,0.007013746283624145,-0.3533903720957574,0.3266287886238194,True,True
01664000,0.007342807639063833,-2.950231559878407,0.2020107520029958,0.00021298393986917717,0.014593969297938693,0.007558530098218401,-0.2674784210899246,0.30928839590945256,True,True
02018000,0.004560271866803382,-0.9432813515188605,0.3397568497771906,4.0412633475418204e-05,0.006357093162398849,0.005547673022775001,-5.014982813219432,0.11487265473649158,True,True
02046000,0.008536307782515554,-9.146796395494992,0.0897118745619282,0.0007393823461451911,0.027191585943912706,0.01809581063102461,-2.2142849018260833,0.3397494081734819,True,True
02055100,0.005480054574838702,-2.9747121493855446,0.20101665583274317,0.00011936457317799383,0.010925409519921613,0.007862900008765676,-56.184211339479056,0.5105090362545792,True,True
02081500,0.008111918633970516,-0.2566268721408005,0.4431392767433135,8.269009945659546e-05,0.009093409671657572,0.0050119447824066386,-6.5451625133393465,0.23832889645601135,True,True
02384540,0.0052396863057972455,-9.697868035316237,0.08548566259945557,0.000293702613014959,0.017137754024811973,0.005444577610877954,-31.036349973538584,0.4809172848511421,True,True
03028000,0.009337181636086031,-0.822922059964571,0.35424286563992147,0.00015892774268723125,0.012606654698500759,0.007099178489341319,-6.295609379538056,0.07751766939200219,True,True
03180500,0.0032521190771249583,-10.284879517628841,0.08140087972087938,0.00011935202852485329,0.01092483540035516,0.0054074481743024445,-1.174804975012603,0.1097538149873692,True,True
03241500,0.004847912939868516,-6.2927255477514015,0.12058761552420519,0.00017139553100239854,0.013091811601241387,0.005237155839323159,-0.880248530159589,0.18789189664249395,True,True
04296000,0.008710664628812084,-1.3422813219911887,0.29919683702874017,0.00017772218401843938,0.01333124840434831,0.011901604418941608,-1.6524363326406726,0.6888038878938465,True,True
05123400,0.0,,,0.0001650356861587977,0.012846621585412941,0.00969142340374142,,,True,False
05129115,0.0034637323413055656,-23.125246445165004,0.03980060463018605,0.0002894412385009803,0.017012972653271983,0.015796451822820353,-313.965587893864,0.08670093770435577,True,True
