basin,std_obs,NSE,NNSE,MSE,RMSE,MAE,KGE,Pearson-r,low_var_flag,neg_basin_flag
07315200,0.14490059537800754,0.3246562000271894,0.5968924109882576,0.014179641702094901,0.11907830071887532,0.03563596132051933,-0.31632167727612837,0.6273031256823802,False,False
07315700,22.635324268022135,0.9988333519478775,0.9988347114295183,0.5977413515294395,0.7731373432511455,0.2961370063147174,0.9723076156839758,0.9994908233779275,False,False
07335700,7.506796137757505,0.9813083479236763,0.9816513151568231,1.0533117582500637,1.0263097769436202,0.3118400545186415,0.8926000008382313,0.9911748879286482,False,False
07340300,3.9471468499254936,0.8468098683181164,0.8671596925144844,2.3866973885641336,1.5448939732435147,0.4109336206549184,0.7823234875605076,0.9290285701093101,False,False
07346045,18.400003349622615,0.999031536004883,0.9990324730199277,0.32788328956561585,0.5726109408364599,0.2679048781253231,0.9929471192243224,0.9995318584626531,False,False
07359610,0.05770759209569074,0.29098607597964044,0.585132739964784,0.002361134194808951,0.04859150331908811,0.016243560945021475,0.36772124846050036,0.5401261293836861,False,False
07362100,32.1129417593366,0.9907521983183885,0.9908369365123185,9.536712516940847,3.088156815471139,0.3521916774340151,0.9710925453582003,0.9956555597345293,False,False
07362587,6.683669216031367,0.9812243198722107,0.981570349102332,0.8387365591883625,0.9158256161455425,0.2535027930450402,0.9220230885162518,0.9907317172633645,False,False
07373000,7.822382048022834,0.9966446084916695,0.996655829492991,0.20531526859903637,0.4531172790779848,0.1913709063369345,0.9247693503415597,0.9985903167808832,False,False
07375000,0.7912370317088887,0.39123482576587554,0.6215947585240738,0.3811211144824676,0.617350074497823,0.22567731839140348,0.3192126084292909,0.6643708287408024,False,False
07376000,35.50085465653221,0.8043370906255333,0.8363561269314346,246.59605462752754,15.703377172682554,0.5594866239359704,0.7189103413593831,0.9150999382090641,False,False
08013000,1.8048215406782055,0.34990569815276207,0.6060259700797256,2.117604692928436,1.4551991935568258,0.23911732101241592,0.2538803070786918,0.7202053887728511,False,False
08014500,1.6414974376785663,0.4935774478500937,0.6638243689148439,1.3645625745952399,1.1681449287632248,0.30742023094560383,0.4056234400330342,0.7725362548776479,False,False
08023080,8.99903968551106,0.9927038385683156,0.9927566869496313,0.5908629637233274,0.7686761110658554,0.24201519393520116,0.9267507875094219,0.9970294783123502,False,False
08025500,27.606296522487618,0.893340685060944,0.90362046069713,81.2858753457929,9.015867975175373,1.0642433973232657,0.8555495948948904,0.9478726973689364,False,False
08029500,22.17452360135536,0.8871464893853611,0.8985908661488529,55.491142933034475,7.449237741744754,0.43387436594841433,0.7644367817469656,0.9614928039838144,False,False
08050800,3.023141500003967,0.7892419819286741,0.8259288685884133,1.926198569733523,1.3878755598876735,0.3060364060944681,0.7542800291233074,0.8907837611888731,False,False
08066200,21.136997067594475,0.9720411311114672,0.9728015684919739,12.491257805530491,3.534297356693476,0.46542314039777805,0.9121819087165733,0.9860638760299295,False,False
08066300,0.5595869188346732,0.25673651621756544,0.5736367504413369,0.23274368381816696,0.48243516022173066,0.07912875106220651,0.11962305698559694,0.6021065327694273,False,False
08070000,0.42577744752186214,0.47848787045302743,0.6572408990901362,0.09454307468003464,0.30747857596917977,0.08720704723622359,0.6459190050279342,0.8231689620414471,False,False
08070200,69.80413822274085,0.6033789957544986,0.7160138627159137,1932.5825306422162,43.9611479677478,1.614422843601979,0.5062994907854215,0.8247579208034937,False,False
08079600,0.5870657098041253,0.20503564548350472,0.557114127355118,0.27398140228554785,0.5234323282770638,0.08204388688373043,-0.2783839517423652,0.8075071423798201,False,False
08082700,0.43083414517228336,0.78496143926139,0.8230191471389269,0.03991504060847931,0.19978748861848009,0.036178156646851256,0.6106005125909213,0.9449100601118791,False,False
08086212,18.25306951813841,0.893746668861203,0.9039520802803659,35.400905451770946,5.949866002841656,0.6359524231405037,0.8598779702506896,0.94778726887925,False,False
08086290,11.914235749890707,0.9869252248123197,0.9870939682756803,1.85595143967745,1.362333086905493,0.16637217546848385,0.9681679171126538,0.9934981842366406,False,False
08101000,0.08825835519260046,0.010053923310796242,0.5025261798368736,0.007711221851051492,0.08781356302446389,0.026698811560970308,-2.242633483454176,0.2428187231002143,False,False
08103900,1.553369567013591,0.9322615237363228,0.9365589254583074,0.16345003126393906,0.40428953889995606,0.08649481392832027,0.6209753374580638,0.9727981133765078,False,False
08104900,2.577931661940284,-0.0654674915093929,0.4841518949636067,7.0808110342421955,2.660979337432404,0.8287821016935809,0.4688025789250536,0.5804857323936563,False,True
08109700,10.600777067393642,0.996187413321699,0.9962018939303031,0.4284450493760784,0.6545571398862581,0.14399255487115425,0.9750338617875142,0.9983694670356222,False,False
08150800,12.311885613031702,0.8155067505072532,0.8442428865071582,27.965953036825237,5.28828450793121,0.13855440853063905,0.6544892477579857,0.9484838023400322,False,False
08155200,5.877002463045521,0.9319962958037341,0.9363263405088632,2.34879068046364,1.5325764843764371,0.20472899132527378,0.917834413843581,0.9696070486164352,False,False
08158700,5.494560821113323,0.9069836146545996,0.9148993678479882,2.8081831482049995,1.6757634523419467,0.14478914569388587,0.9062851391777484,0.9526502139056243,False,False
08158810,2.0504894896375725,0.6909601498121689,0.7639186842604618,1.2993602588578228,1.1398948455264735,0.10278849026437287,0.7316422872193489,0.8319865419279358,False,False
08164000,0.03088671937897295,-2.8134018061171613,0.20775327726206852,0.003637945030614835,0.06031537971873206,0.02840822208505453,-0.9696751602752367,0.27925317287467694,False,True
08164300,19.54706380871531,0.9458960308202634,0.948673023950533,20.672461336392058,4.546697849691802,0.30209115104094936,0.8760894165868196,0.9776370649227882,False,False
08164600,6.966904254646113,0.9593940262263048,0.9609785309741783,1.9709228022356973,1.403895580958818,0.2552182925432686,0.8355395036003499,0.9884565657075363,False,False
08165300,7.571461908492151,0.9805727052721239,0.9809429325383503,1.1137092132079547,1.0553242218427257,0.166818413134342,0.7487812832044352,0.9920603764574178,False,False
08171300,0.030864131557791784,-0.7471837234266381,0.3640091456106446,0.0016643578095259363,0.04079654163683408,0.02848516362298116,-0.7005559407738569,0.43800062602387557,False,True
08175000,0.34206426961451847,0.21111073524750323,0.5590060937273028,0.09230632712160117,0.303819563428034,0.033809667807460336,-2.1163984141422594,0.47650180655257207,False,False
