gage,Contributing_Area_u,alt_u,order_u,n_u,So_u,Kchan_u,nCC_u,TopWdth_u,TopWdthCC_u,ChSlp_u,BtmWdth_u,lon_u,lat_u,Shape_Area_u,Shape_Length_u,Reach_Length_u,Contributing_Area_d,alt_d,order_d,n_d,So_d,Kchan_d,nCC_d,TopWdth_d,TopWdthCC_d,ChSlp_d,BtmWdth_d,lon_d,lat_d,Shape_Area_d,Shape_Length_d,Reach_Length_d
10329500,0.1830823592440411,1676.68,1,0.06,0.04289,0,0.12,2.8369606,8.510881,0.7366831,1.7021763,-117.34713,41.535324,0.0001680853604795,0.0699380746243955,0.0170385817204333,0.1814737288276986,1419.0,5,0.05,0.02582,0,0.1,19.60119,70.0,0.3140106,11.760715,-117.42303,41.529137,0.0001391303589348,0.0816037052925404,0.0039121542594551
06470800,0.8737756388742258,416.35,4,0.055,0.0026,0,0.11,18.575188,55.725563,0.32154772,11.145113,-98.03343,46.471645,3.415536609863248e-05,0.0301301933120393,0.007842071723002,0.8608723446948177,396.23,4,0.055,0.00024,0,0.11,23.543808,70.631424,0.28962043,14.126285,-98.08823,46.187122,0.0040450204941497,0.5187869386587903,0.113689632488926
06464500,0.7576754417127751,709.5,2,0.06,0.00401,0,0.12,11.540222,34.620667,0.3966843,6.9241333,-99.912865,42.983505,0.0005399322938931,0.1329343745989295,0.0360878878301591,0.7500427606519802,621.88,5,0.05,0.00074,0,0.1,36.862247,110.58675,0.23764564,22.11735,-99.76168,43.014397,1.1130246642476376e-05,0.0179515130758389,0.0044004664267683
06453600,0.7107803350067187,422.33,3,0.055,0.00132,0,0.11,31.775806,95.327415,0.25373435,19.065483,-98.45436,42.830048,0.0002567402218107,0.0994691321624916,0.0143611616044751,0.6979792081081049,373.83,3,0.055,0.00102,0,0.11,33.08488,99.25465,0.24925512,19.85093,-98.13934,42.805996,0.0008285100261071,0.1837750859341508,0.0373723229862673
01583500,0.0106064663300124,108.02,1,0.06,1e-05,0,0.12,1.4572861,4.371858,0.9883637,0.87437165,-76.76556,39.505512,2.299740573728724e-05,0.033050307747845,0.0044668314079377,0.0080248398931981,75.19,4,0.055,1e-05,0,0.11,13.840917,50.0,0.36611187,8.30455,-76.64375,39.49478,0.0001161043170646,0.0674231851085592,0.0159959648623455
01586610,0.0138153813016132,182.21,3,0.055,0.01088,0,0.11,7.0599213,30.0,0.49271795,4.235953,-77.02699,39.49678,4.457563387161566e-05,0.0369267268940248,0.0068648412118131,0.0125795380123402,130.63,3,0.055,0.00331,0,0.11,10.635654,31.906963,0.4112299,6.3813925,-76.948875,39.45107,0.0001133888690674,0.0764670860047538,0.0046925572142459
02196000,0.0796245515279253,128.67,1,0.06,0.009,0,0.12,3.73313,11.19939,0.65265507,2.239878,-82.24734,33.84766,0.0003402533444364,0.1163524832435225,0.0252472048508578,0.0761043257931866,63.04,5,0.05,0.00057,0,0.1,28.750742,86.25223,0.26518396,17.250444,-82.179726,33.718235,0.0003408077721716,0.1171465626577287,0.0128240787611511
07056000,0.2682869609018306,264.83,1,0.06,0.04193,0,0.12,2.6711447,8.013433,0.7565194,1.6026868,-92.81966,35.938282,0.0001303443109345,0.059809887685981,0.0168988242869729,0.2667921339060132,174.39,5,0.05,1e-05,0,0.1,33.16245,99.48734,0.24899775,19.897469,-92.73855,35.996155,0.0002644544173772,0.0890791691995094,0.0475623817250913
07060710,0.2522178528300069,241.53,2,0.06,0.00499,0,0.12,5.7039876,17.111963,0.54132825,3.4223926,-92.32361,36.023777,0.0001126645123219,0.0648063567668814,0.0120661438204338,0.2505528163280885,134.44,4,0.055,0.0022,0,0.11,13.649847,50.0,0.36836404,8.189908,-92.1985,35.989616,0.0002740744256215,0.107995855915201,0.0318977275005251
03384450,0.3772666144798847,122.9,2,0.06,1e-05,0,0.12,9.031995,27.095984,0.44197696,5.4191966,-88.53464,37.499596,1.5589723074663406e-06,0.0063996314120572,0.0010246999056311,0.3766177697018788,114.52,3,0.055,0.00733,0,0.11,12.19027,36.570812,0.38720894,7.3141623,-88.55035,37.461857,2.6214050129900583e-05,0.0375911939546734,0.0044033050298871
01591400,0.0234323124563292,184.24,1,0.06,0.01693,0,0.12,3.1716743,9.515022,0.7013135,1.9030045,-77.04097,39.329178,0.0002259330335454,0.0879286466501707,0.020919140305802,0.0221579361932612,114.08,3,0.055,0.00259,0,0.11,10.442965,31.328894,0.4145604,6.2657785,-77.049164,39.25103,7.794813175440717e-05,0.0584584087118294,0.0134774525731899
05454000,0.4867666085765242,243.14,1,0.06,0.00446,0,0.12,3.9505308,11.851592,0.63655883,2.3703184,-91.3887,41.72195,0.000446398873756,0.12817404633434,0.0281822794772827,0.4851007467681962,205.76,4,0.055,0.00156,0,0.11,10.516739,50.0,0.41327488,6.3100433,-91.50566,41.694183,0.0003805768841573,0.1143141230655889,0.0321258234973129
04040500,0.3132870589442384,481.02,3,0.055,1e-05,0,0.11,11.089362,33.26809,0.4037204,6.6536174,-88.47653,46.545555,8.434392034501504e-05,0.0601169697817156,0.0083270487180538,0.3093720444748231,357.72,4,0.055,0.00931,0,0.11,19.470055,58.410164,0.3149419,11.682033,-88.58793,46.57933,7.710615771737407e-06,0.0148525796066899,0.0026558845546608
04043050,0.3015739499197729,333.2,1,0.06,0.01041,0,0.12,5.3140025,15.942007,0.55850863,3.1884015,-88.29174,47.325825,0.0011741692330747,0.3068031241702086,0.0924801745704507,0.2971487544714224,194.85,3,0.055,0.00509,0,0.11,10.826724,32.48017,0.40801218,6.4960346,-88.38821,47.2249,2.9607873231270736e-05,0.0292252969395545,0.0062967739780985
04057800,0.2932617943135206,502.94,2,0.06,0.00824,0,0.12,5.9322753,17.796825,0.532037,3.5593653,-87.93148,46.55486,0.000263543830762,0.1380428661163209,0.0247690068249729,0.2901102120566833,463.38,3,0.055,0.00136,0,0.11,13.018697,39.05609,0.37613863,7.8112183,-87.85392,46.48079,0.0002150910926755,0.1018817830031169,0.0165118271584408
02152100,0.1158601903642166,346.48,1,0.06,0.01441,0,0.12,3.240663,9.721989,0.6946871,1.9443978,-81.7587,35.50822,0.0002288993597898,0.1017044253921918,0.0198944400491814,0.1140885462872896,274.37,4,0.055,0.00207,0,0.11,13.965439,50.0,0.3646681,8.379263,-81.67642,35.481556,0.0003373380539202,0.1140142257385143,0.0451017101720436
02149000,0.1168209132513705,463.38,1,0.06,0.04721,0,0.12,4.182077,12.546231,0.62076235,2.5092463,-82.14899,35.48015,0.0004844612899526,0.1261061983078729,0.0312952308693333,0.1149718008238522,254.85,4,0.055,0.00389,0,0.11,14.956103,50.0,0.35380718,8.973662,-82.112625,35.41951,4.439155261212291e-05,0.0367583163637375,0.0077029787536047
11381500,0.0740790268069372,802.53,1,0.06,0.09334,0,0.12,3.5671208,10.701362,0.6658851,2.1402724,-121.78985,40.16496,0.0003230193580627,0.1317343417622269,0.0432876714616082,0.0689631978010744,114.15,3,0.055,0.00193,0,0.11,17.775219,53.32566,0.3278536,10.665132,-122.05007,40.059757,0.0003150357607966,0.112894725679511,0.0273025067612215
11383500,0.0694774449286192,543.54,4,0.055,0.03304,0,0.11,19.226679,57.68004,0.31669453,11.536008,-121.703865,40.070568,0.0001420585458854,0.0708805001681625,0.0096325487200638,0.0636779455990095,150.55,4,0.055,0.0068,0,0.11,20.763485,62.29045,0.3061308,12.458091,-121.95445,40.01168,7.538699032275348e-05,0.065638019866707,0.002986683269179
03180500,0.6575871948128329,943.27,1,0.06,0.01552,0,0.12,5.3918257,16.175478,0.5549377,3.2350955,-79.81584,38.63685,0.00057885474414,0.1286626842203314,0.0304571978037952,0.655746380513973,818.62,4,0.055,0.00275,0,0.11,17.90494,53.714817,0.32680357,10.742964,-79.84176,38.528812,0.000221755359751,0.0795806340364456,0.0190025601415007
03182500,0.6423506016448914,824.16,1,0.06,0.03521,0,0.12,4.564987,13.6949625,0.59722733,2.7389925,-80.09313,38.275585,0.000649898754368,0.1775188905537644,0.0388986362377786,0.6404198489594123,637.24,4,0.055,0.00013,0,0.11,28.642637,85.92792,0.26562506,17.185583,-80.127174,38.180527,0.0001423264409942,0.0764729730636698,0.0125126630561246
04124000,0.2833812155024454,290.79,1,0.06,0.01466,0,0.12,3.8578963,11.573689,0.64325744,2.3147378,-85.531654,44.473194,0.0004351272376272,0.1487132296553622,0.0170163617768909,0.2750057131580364,249.98,4,0.055,1e-05,0,0.11,33.76711,101.30132,0.24702072,20.260265,-85.705826,44.43771,0.0001079374689402,0.0587232415997269,0.0139699263687594
10234500,0.1069274352457846,2565.21,3,0.055,0.03094,0,0.11,9.102319,30.0,0.4404672,5.4613914,-112.43921,38.29455,4.7268721916131e-06,0.0129789247364541,0.0027645379835511,0.1032564162192264,1883.48,4,0.055,0.04261,0,0.11,15.700099,50.0,0.3463099,9.420059,-112.577126,38.28042,4.086398286087921e-05,0.0423725037219412,0.0025345237867911
04045500,0.3046994405075727,216.44,5,0.05,1e-05,0,0.1,31.550182,94.65055,0.25453326,18.930109,-85.3063,46.510403,6.097381937070877e-05,0.0632888375085084,0.0073815512477557,0.3024064142072772,216.18,5,0.05,0.00368,0,0.1,32.14016,96.42048,0.25246128,19.284096,-85.26307,46.574604,0.0001799906725003,0.1026322179088916,0.0056155362881313
04056500,0.2636401656128573,191.57,4,0.055,1e-05,0,0.11,30.027088,90.08127,0.2601506,18.016253,-86.03122,46.1001,0.0006261103709594,0.1701197494443154,0.0816775651826732,0.2581297577139457,187.9,5,0.05,1e-05,0,0.1,36.833813,110.501434,0.23772657,22.100286,-86.17192,46.039185,0.0003922793494712,0.1643960490901032,0.0282996291893966
04115265,0.3005788481310013,261.13,2,0.06,1e-05,0,0.12,5.621545,16.864635,0.54481643,3.372927,-85.09668,43.26859,7.882947257897836e-06,0.0155128307324087,0.0018062371317236,0.2983898064485371,241.11,3,0.055,0.00088,0,0.11,13.771347,41.31404,0.3669267,8.262809,-84.96819,43.248974,0.0016398224682503,0.3853179015786244,0.0289306454180007
09035900,0.5570749248621452,3049.18,2,0.06,0.0646,0,0.12,7.092528,21.277584,0.4917173,4.2555165,-106.00358,39.70911,0.0001137057754963,0.052036979732161,0.0062847982654626,0.5547815981187991,2717.33,3,0.055,0.00778,0,0.11,14.452062,43.356182,0.35919905,8.671237,-106.03554,39.8052,7.733515145593032e-05,0.0747886649007168,0.0154570918395567
04127997,0.2708744717987753,291.68,3,0.055,1e-05,0,0.11,10.702396,32.10719,0.41009653,6.4214377,-84.6063,45.109653,0,0,0.0002258659999938,0.2636702137516215,229.83,4,0.055,0.00301,0,0.11,20.090063,60.270187,0.31061628,12.054037,-84.61976,45.32185,0.0026866041661948,0.3553107768681584,0.0995559123290166
06468170,0.9600015531570824,463.46,1,0.06,0.00325,0,0.12,4.531553,13.594658,0.59916735,2.7189317,-98.96514,47.559513,0.0007380305038763,0.2626709362293828,0.0376241025254518,0.9549445570752912,446.24,4,0.055,4e-05,0,0.11,34.03046,102.091385,0.24617551,20.418276,-98.850296,47.554615,1.1938189349253726e-05,0.0165196638386529,0.0054032278778366
06468250,0.947506236891848,454.93,3,0.055,0.00023,0,0.11,18.600155,55.80046,0.32135722,11.160092,-98.90065,47.428204,7.285522813308795e-05,0.0456354332230498,0.0093674630671825,0.944038326724686,439.15,4,0.055,1e-05,0,0.11,37.868347,113.60505,0.23483916,22.72101,-98.80582,47.372192,0.0014613766881379,0.2693393963402104,0.0552124921451718
06477500,0.7372192743980256,467.81,3,0.055,0.00238,0,0.11,12.935055,38.805164,0.37720975,7.7610326,-98.58568,43.858532,0.0010435134547176,0.3309613299821387,0.0293209039891772,0.7264232201643358,396.06,5,0.05,0.00076,0,0.1,28.506567,85.5197,0.26618367,17.103941,-98.20622,43.76803,0.00041498717574,0.1204720115996503,0.0585765724081181
06289000,1.222467638665388,1957.66,1,0.06,0.2746,0,0.12,2.8139331,8.441799,0.73933667,1.6883599,-107.641426,44.912304,0.0001733327774806,0.0767526194607161,0.0087185317116181,1.219189689256695,1311.25,4,0.055,0.00956,0,0.11,20.24206,60.726177,0.30958512,12.145236,-107.59507,45.022217,0.0010316274127537,0.1954945151558589,0.0396445259222823
06280300,1.268987413734101,3429.33,1,0.06,0.30738,0,0.12,1.9364449,5.8093348,0.8718645,1.1618669,-109.59908,44.070377,5.6925128092128336e-05,0.0466793168960775,0.0110643775894041,1.2654619017999749,1891.13,5,0.05,0.0924,0,0.1,23.628355,70.88506,0.28916276,14.177013,-109.554276,44.208267,4.053592704479452e-07,0.0033349717553234,0.0003003795598909
06278300,1.2510266226126374,3042.85,1,0.06,0.04989,0,0.12,5.8998966,17.69969,0.5333232,3.5399377,-107.334435,44.470737,0.0009732423223939,0.1875385356286361,0.0302267237624603,1.2479562504384063,2747.96,2,0.06,0.00421,0,0.12,9.931265,29.793797,0.4238517,5.9587593,-107.40993,44.51283,0.0003205544330767,0.120780173268645,0.0113398555487789
06224000,1.3646117902753188,3027.88,1,0.06,0.14615,0,0.12,5.949793,17.849379,0.53134537,3.5698757,-109.32632,43.093422,0.0007133323778572,0.1851316457908249,0.0534228518075226,1.3588758248862831,1787.2,4,0.055,0.00343,0,0.11,20.052053,60.156162,0.3108759,12.031232,-109.19399,43.17126,0.0006034895759399,0.186681245097084,0.0208580717051234
06221400,1.3728113928103804,2776.35,4,0.055,0.03204,0,0.11,13.33681,50.0,0.3721538,8.002086,-109.550735,43.306004,0.000736192000744,0.1727062561783513,0.0298049854676827,1.3677134502998871,1976.69,4,0.055,0.00029,0,0.11,15.564927,50.0,0.34763354,9.338957,-109.40431,43.352562,0.0002946830654976,0.0986140261163732,0.0010616210866385
05362000,0.6134414934610749,402.2,1,0.06,0.00235,0,0.12,6.8690705,20.607212,0.4987113,4.1214423,-90.67649,45.3607,0.0024106645248994,0.3598427468755536,0.0581541564354233,0.6052265226929288,334.82,5,0.05,0.00148,0,0.1,29.715403,89.1462,0.26135096,17.82924,-90.981445,45.299274,0.0007793465449799,0.2088126710563295,0.049244684866533
09047700,0.5630681515263728,3910.74,1,0.06,0.18885,0,0.12,3.4721632,10.41649,0.6738587,2.083298,-105.82607,39.616932,0.0002960557647731,0.1110913594855565,0.0334798231559006,0.5592573840337656,2805.73,3,0.055,0.02313,0,0.11,14.574498,43.723495,0.35786465,8.744699,-105.98317,39.601177,6.219342730335824e-05,0.0485585774450875,0.0072915895838394
394220106431500,0.5372035303862486,2499.79,2,0.06,0.04339,0,0.12,6.8006268,20.40188,0.50091946,4.080376,-106.71849,39.78158,0.0005180051704716,0.1593997039807979,0.0241465948292989,0.5338105985685847,2087.68,5,0.05,0.00961,0,0.1,29.7465,89.239494,0.26123038,17.8479,-106.741585,39.693897,0.0005155260852726,0.1143473796642632,0.022908840492228
09066300,0.5459552150158984,3286.54,1,0.06,0.16748,0,0.12,3.2041106,9.612331,0.6981724,1.9224664,-106.27903,39.58165,0.0002336108424915,0.0908713870369841,0.0218511126406398,0.5420892871278629,2475.61,3,0.055,0.01094,0,0.11,14.764929,44.294785,0.35582098,8.858957,-106.38988,39.641735,0.0002746985628969,0.1243734731525655,0.0119787948730729
09066200,0.5469118793956866,3202.8,1,0.06,0.05559,0,0.12,3.5968869,10.790661,0.6634483,2.158132,-106.22047,39.544525,0.0001483475618939,0.1055644117978107,0.0044757743676111,0.5434495217211159,2534.44,3,0.055,0.00811,0,0.11,13.504868,40.514603,0.37010348,8.102921,-106.347725,39.642082,0.0011021798454586,0.1774936198742571,0.0528975700024383
09081600,0.5342028290705837,3087.1,1,0.06,0.14688,0,0.12,4.6495504,13.948651,0.5924107,2.7897303,-107.25179,39.108654,0.0006938224241839,0.1568333197123366,0.060956913852773,0.5298189744486499,2071.0,3,0.055,0.00021,0,0.11,20.825916,62.477745,0.3057256,12.495549,-107.23496,39.247173,2.0660054057998822e-06,0.0079638658200288,0.0014471754745031
05412500,0.5272547344795239,237.09,3,0.055,0.00465,0,0.11,8.827742,30.0,0.44645974,5.296645,-91.34515,42.699238,0.000213969925896,0.0879241119460855,0.0116047794566048,0.5252445326436269,195.1,6,0.05,1e-05,0,0.1,41.114056,123.34216,0.22647192,24.668432,-91.23847,42.73109,0.0010577763658855,0.2171921475047117,0.0704978282783641
05414000,0.523067192995445,302.83,1,0.06,0.02943,0,0.12,2.8341715,8.502515,0.7370028,1.700503,-90.66357,42.8059,0.0001709582134546,0.0704029048028051,0.0182694900660597,0.5209849623106056,197.58,4,0.055,0.00289,0,0.11,18.288229,54.86469,0.32376394,10.972938,-90.63565,42.726887,0.0001826054584146,0.0899359707376673,0.0126238871488787
05413500,0.5213133411159544,249.82,3,0.055,0.00196,0,0.11,7.4842277,30.0,0.480193,4.4905367,-90.73161,42.75947,4.394449776580019e-05,0.0374971246517872,0.0060758533796759,0.5199383615195908,184.74,5,0.05,8e-05,0,0.1,23.7561,71.268295,0.28847572,14.253659,-90.763954,42.6824,0.0002098682101968,0.0900277854087536,0.0218198272955431
09107000,0.5323885987004646,3623.41,1,0.06,0.01867,0,0.12,2.793408,8.380223,0.7417284,1.6760447,-106.53363,38.971107,2.2077173412274217e-05,0.0558284729146904,0.0012785306533901,0.5283877070402386,2845.59,4,0.055,2e-05,0,0.11,17.568377,52.70513,0.32955095,10.541026,-106.56997,38.858044,0.0001047018304852,0.0711512995498241,0.0051308053861144
05393500,0.6573191826615005,471.9,3,0.055,0.00114,0,0.11,9.19832,30.0,0.43843314,5.5189924,-90.10429,45.39755,0.0001099401678274,0.0596508620767835,0.0139900108504378,0.654540142326635,441.36,4,0.055,0.00087,0,0.11,16.527103,50.0,0.33855495,9.916262,-89.968094,45.44377,0.0007044862208758,0.1920006702886162,0.0313640644950996
05525500,0.5205490476099665,196.21,4,0.055,0.00034,0,0.11,15.3393955,50.0,0.34987926,9.203637,-87.76445,40.5861,0.0003362091524372,0.1020612348632818,0.0367111770339593,0.5185807319729432,192.65,5,0.05,1e-05,0,0.1,26.878984,80.636955,0.27317792,16.127392,-87.72141,40.643333,3.257691549103709e-05,0.0462875268330423,0.0045577095042348
05408000,0.5483272040641675,261.96,3,0.055,0.00304,0,0.11,10.062663,30.187988,0.421401,6.0375977,-90.5767,43.648727,0.000699953804078,0.1523495461989699,0.0469535674856516,0.5458265996781766,241.05,5,0.05,0.00244,0,0.1,22.844404,70.0,0.29349938,13.706643,-90.64088,43.56755,3.750210701514047e-05,0.0414988741344623,0.0084358287182536
