gage,Contributing_Area_u,alt_u,order_u,n_u,So_u,Kchan_u,nCC_u,TopWdth_u,TopWdthCC_u,ChSlp_u,BtmWdth_u,lon_u,lat_u,Shape_Area_u,Shape_Length_u,Reach_Length_u,Contributing_Area_d,alt_d,order_d,n_d,So_d,Kchan_d,nCC_d,TopWdth_d,TopWdthCC_d,ChSlp_d,BtmWdth_d,lon_d,lat_d,Shape_Area_d,Shape_Length_d,Reach_Length_d
01638480,0.0559022140597078,81.35,4,0.055,0.00342,0,0.11,15.58569,50.0,0.34742916,9.351414,-77.57248,39.258083,0.000195728726383,0.0766390441686517,0.0146362738315874,0.0557064853333248,76.5,4,0.055,0.00204,0,0.11,15.717766,50.0,0.34613812,9.430659,-77.56151,39.27074,0.0003030460971624,0.0904449098815647,0.0591679110861646
12056500,0.0106548679376585,233.21,3,0.055,0.00565,0,0.11,13.326252,39.978756,0.37228385,7.9957514,-123.32872,47.51332,4.9432367582075e-05,0.0507273053968688,0.0050907064132925,0.0106054355700764,230.86,3,0.055,0.00261,0,0.11,13.389029,40.167084,0.37151274,8.033417,-123.32255,47.507713,0.0002450094653407,0.1064602250473942,0.0222123485876394
02300700,0.0019561216140876,6.16,3,0.055,0.00086,0,0.11,10.969527,32.90858,0.40566027,6.5817165,-82.34861,27.80077,0.0004240284055962,0.1359525230236731,0.0255050875278352,0.0015320932084914,3.81,3,0.055,0.00092,0,0.11,11.254391,33.763172,0.4010979,6.752634,-82.34589,27.816896,0.0001848855914942,0.0855393062460171,0.0139049701577543
01123000,0.0107359105875199,83.36,2,0.06,0.0031,0,0.12,11.015068,33.045204,0.4049195,6.6090407,-72.05059,41.681126,0.0022701151196306,0.3205698831992429,0.0786000234423884,0.0084657954678892,58.29,2,0.06,0.00505,0,0.12,11.113297,33.339893,0.40333658,6.667979,-72.06101,41.650494,0.0002407720254137,0.1141003550733306,0.00695957710151
11523200,0.054517260179158,794.5,4,0.055,0.01084,0,0.11,18.469385,55.408154,0.32235909,11.081631,-122.70693,41.10781,0.000307776551458,0.1276890452886505,0.0137391779157264,0.0542094836276999,778.26,4,0.055,0.02818,0,0.11,18.758791,56.27637,0.32015544,11.255274,-122.70863,41.100273,3.347483808583328e-05,0.0307886581219942,0.0043312825104684
01030500,0.0271232093965043,69.77,5,0.05,0.00368,0,0.1,39.76739,119.30218,0.22982389,23.860435,-68.29976,45.505806,0.0002128309979283,0.1043529851239155,0.0184782615537048,0.026910378398576,63.83,5,0.05,1e-05,0,0.1,39.768955,119.30687,0.22981991,23.861374,-68.30786,45.49649,4.890009359900579e-05,0.033023892089419,0.0077940556429252
12043000,0.0067823703770796,78.59,4,0.055,0.0037,0,0.11,17.810902,53.432705,0.32756367,10.686541,-124.40405,47.960114,0.0019573591280363,0.2869917505291132,0.1181684579710432,0.0048250112490433,40.88,4,0.055,0.00115,0,0.11,17.833508,53.500523,0.32738042,10.700105,-124.43629,47.960453,0.0001557607112994,0.1075934221891249,0.0041110634880241
07362587,0.0981888489590953,243.23,3,0.055,0.00454,0,0.11,10.388342,31.165024,0.41552067,6.233005,-92.930824,34.798115,0.0002525616968298,0.0988953137489242,0.016120717363216,0.0979362872622654,236.47,3,0.055,0.00598,0,0.11,10.738769,32.21631,0.40948316,6.4432616,-92.91428,34.801933,0.0004269673762058,0.1459871589070897,0.0189095268867828
06464500,0.7507779534840564,687.83,1,0.06,0.01478,0,0.12,4.648055,13.944165,0.5924948,2.788833,-99.75982,43.031548,0.0007351928320761,0.2038518947394672,0.0455562086657225,0.7500427606519802,621.88,5,0.05,0.00074,0,0.1,36.862247,110.58675,0.23764564,22.11735,-99.76168,43.014397,1.1130246642476376e-05,0.0179515130758389,0.0044004664267683
13011500,1.151937000051242,2054.28,4,0.055,0.00076,0,0.11,32.945084,98.83525,0.24972118,19.76705,-110.54656,43.860382,0.0011995488491176,0.2490889806947104,0.0664413222694327,1.1507374512021245,2049.76,4,0.055,0.0033,0,0.11,35.09685,105.29056,0.24284711,21.058111,-110.51689,43.843678,0.0001316544711255,0.0766900416610099,0.0086675546370722
07375000,0.0348339945676338,25.1,3,0.055,0.0017,0,0.11,6.7823052,30.0,0.501516,4.069383,-90.253975,30.61354,0.0001833831396715,0.1001399616211573,0.0293200122448996,0.0346506114279623,19.91,4,0.055,0.0001,0,0.11,16.359173,50.0,0.3400838,9.815504,-90.24752,30.601542,2.031678566617471e-05,0.0228884153321374,0.0066280518223984
02372250,0.0318545075824458,110.51,1,0.06,0.01258,0,0.12,3.9499447,11.8498335,0.6366005,2.3699667,-86.39527,31.575981,0.0003917891766457,0.1145560938574663,0.032781350298179,0.0314627184058001,68.99,4,0.055,0.00084,0,0.11,26.811382,80.43414,0.27348158,16.086828,-86.414665,31.583649,0.0003058321203129,0.1143578956415147,0.0265000537511321
08190500,0.1200876992905106,431.58,1,0.06,0.00854,0,0.12,5.121776,15.365329,0.5676612,3.0730658,-100.229164,29.488272,0.0002263157343685,0.1046377480731066,0.0326023157828492,0.1198613835561421,402.18,4,0.055,0.00597,0,0.11,31.267252,93.80176,0.25554684,18.760351,-100.22253,29.479315,1.339497790971231e-06,0.0069597906080554,0.0006210104025135
10023000,0.1394620313291328,1964.11,3,0.055,0.0059,0,0.11,13.27213,39.81639,0.37295285,7.9632783,-111.23836,41.61833,0.0017379621305199,0.2731515670264305,0.0635134046402323,0.1377240691986129,1929.65,3,0.055,0.00714,0,0.11,13.275976,39.82793,0.37290516,7.9655857,-111.21631,41.629963,1.341969346894182e-05,0.0193085325983504,0.0028580600887582
03173000,0.631544981970331,516.97,1,0.06,0.0203,0,0.12,1.6047877,4.814363,0.94720393,0.9628726,-80.69272,37.268528,2.9621858119148635e-05,0.0308834846602435,0.006954842099504,0.6315153601122119,506.25,5,0.05,0.00366,0,0.1,23.437923,70.313774,0.29019693,14.062755,-80.693146,37.271797,1.8377975171136357e-05,0.0246679551193418,0.0038447814707877
02298608,0.0197171295242719,11.23,1,0.06,0.00187,0,0.12,4.7367973,14.210392,0.58757174,2.8420784,-82.1676,27.347916,7.37123908205624e-05,0.0552949178465583,0.0117962677614775,0.0196434171334514,8.83,4,0.055,0.00042,0,0.11,17.49296,52.47888,0.33017704,10.495776,-82.17221,27.331375,0.0005564534212918,0.1756891098345107,0.0333243247415473
07195800,0.3040212907406937,363.57,3,0.055,0.00201,0,0.11,8.455569,30.0,0.45502505,5.073342,-94.431114,36.2593,0.0001412427721502,0.0687752863174191,0.0160280118045195,0.3038800479685434,360.4,3,0.055,0.00413,0,0.11,8.746045,30.0,0.44829485,5.247627,-94.43854,36.252506,0.0001294039990455,0.073107199061233,0.0064855638724152
11274500,0.0939012371029568,92.22,1,0.06,0.01505,0,0.12,2.7191565,8.15747,0.7505969,1.6314939,-121.12053,37.331276,0.0001398130071686,0.0932424516259187,0.0304985909979496,0.0937614240957881,52.22,4,0.055,0.00299,0,0.11,17.998474,53.995426,0.32605317,10.799085,-121.08992,37.337048,0.00030497339799,0.1428089709480905,0.0381999178635722
01350140,0.11972603749629,607.23,1,0.06,0.02613,0,0.12,8.983543,26.95063,0.44302705,5.3901258,-74.521416,42.437912,0.0050581969865382,0.5061810295186664,0.1465294010968494,0.1146678405097518,271.04,1,0.06,1e-05,0,0.12,8.994058,26.982172,0.44279847,5.3964343,-74.45287,42.433903,1.7428427856555408e-05,0.0270986998737062,0.0039361870858816
01413500,0.1384038902153049,707.61,1,0.06,0.0569,0,0.12,5.976408,17.929224,0.53030014,3.5858448,-74.64764,42.11202,0.0015174646427074,0.2251096224931799,0.0653906903465903,0.1368864255725974,392.1,3,0.055,0.00087,0,0.11,19.509369,58.528107,0.31466174,11.705622,-74.682976,42.12053,0.000380752587142,0.1080850803820953,0.0213190284277456
02350900,0.1353766761231835,68.25,5,0.05,0.00057,0,0.1,28.40052,85.20156,0.26662174,17.040312,-84.25667,31.76796,0.0002188336324524,0.0841657375058378,0.0260504310884492,0.135157842490731,66.7,5,0.05,4e-05,0,0.1,28.888968,86.6669,0.26462343,17.333382,-84.25073,31.754372,9.560829221847636e-05,0.057295070758327,0.0186925176900757
03066000,0.7004023140200214,1059.65,1,0.06,0.0419,0,0.12,3.7697368,11.30921,0.6498514,2.261842,-79.46681,39.10761,0.0003743040166419,0.1305655467549363,0.0303363360020654,0.7000280100033794,933.21,4,0.055,0.01276,0,0.11,15.508522,50.0,0.34819078,9.305113,-79.47831,39.116,0.0001101402423817,0.069197552655118,0.0115673045990282
09494000,0.2291614322028906,1657.2,1,0.06,0.07046,0,0.12,3.456662,10.369986,0.6751902,2.073997,-110.178734,33.753277,0.0002710503067228,0.1261448467921917,0.0436275493788368,0.2288903818961677,1339.63,5,0.05,0.01551,0,0.1,30.162306,90.486916,0.25963545,18.097383,-110.1739,33.73309,2.372792902093066e-05,0.0263924981375417,0.0059026769806554
11383500,0.0664222768446302,294.27,4,0.055,0.01018,0,0.11,20.754194,62.262585,0.30619127,12.452517,-121.896164,40.020115,0.0027443312456207,0.390009971766252,0.1527285087674139,0.0636779455990095,150.55,4,0.055,0.0068,0,0.11,20.763485,62.29045,0.3061308,12.458091,-121.95445,40.01168,7.538699032275348e-05,0.065638019866707,0.002986683269179
09378170,0.4163013910522907,2387.19,1,0.06,0.04543,0,0.12,4.1027074,12.308123,0.6260321,2.4616246,-109.38265,37.830387,0.0004718483847247,0.2019495009589914,0.0507313846639613,0.4158295426675659,2172.81,2,0.06,0.02379,0,0.12,7.5678315,22.703495,0.47784537,4.540699,-109.362274,37.851105,0.000139856212748,0.1037393679489495,0.0097848107286213
02450250,0.1031207455842025,171.58,2,0.06,0.00585,0,0.12,5.5756783,16.727036,0.54678917,3.345407,-87.36762,34.282562,0.0001806375638593,0.0884333229257094,0.0118400075316457,0.1029401080203431,164.18,5,0.05,0.00041,0,0.1,16.040958,70.0,0.34304386,9.624575,-87.365166,34.278065,2.211583578258001e-05,0.0235177129977075,0.0051202494126739
01434025,0.1133655573222227,666.07,1,0.06,0.04132,0,0.12,4.747281,14.241842,0.58699894,2.8483684,-74.50621,41.995457,9.623052579555856e-05,0.0744136886322654,0.0106921802092612,0.1132693267964272,621.94,2,0.06,0.02889,0,0.12,6.44971,19.34913,0.5127655,3.8698258,-74.50243,41.989178,4.811019479305543e-05,0.0528729096859991,0.0074469528835176
04122500,0.2557437002712625,183.94,5,0.05,0.00017,0,0.1,31.146286,93.43886,0.25598422,18.68777,-86.25936,43.94217,0.002042701429229,0.3395065186154447,0.0868454077977387,0.2537009988420334,182.59,5,0.05,0.001,0,0.1,31.153635,93.46091,0.25595757,18.69218,-86.2877,43.935043,0.0001393121329847,0.0949048583229184,0.0118951133415362
03366500,0.473633880359322,173.87,2,0.06,0.00165,0,0.12,7.7308974,23.192692,0.47337222,4.6385384,-85.67552,38.824013,0.0005511331465353,0.1402976496076067,0.0389213185766277,0.4730827472127867,167.48,4,0.055,1e-05,0,0.11,23.604145,70.81243,0.2892936,14.162487,-85.69293,38.816517,1.344197078481766e-05,0.0184999630423709,0.0039873772686886
04040500,0.3093955975101654,375.42,3,0.055,0.03189,0,0.11,6.5214596,30.0,0.5102689,3.912876,-88.586235,46.57657,2.3553035342310417e-05,0.0262090945467057,0.0057534013345046,0.3093720444748231,357.72,4,0.055,0.00931,0,0.11,19.470055,58.410164,0.3149419,11.682033,-88.58793,46.57933,7.710615771737407e-06,0.0148525796066899,0.0026558845546608
02128000,0.0427677230807135,168.02,1,0.06,0.01938,0,0.12,2.7532284,8.259685,0.74648464,1.651937,-79.83756,35.395008,0.0001415267462177,0.0744220896715111,0.022695818517185,0.0426261963344957,127.35,4,0.055,0.00342,0,0.11,16.452599,50.0,0.33923048,9.871559,-79.83355,35.38423,3.035534318233816e-05,0.0324823494190874,0.0071470130356209
08271000,0.9067562602849588,2574.02,2,0.06,0.05214,0,0.12,8.99192,26.975761,0.4428449,5.3951526,-105.53022,36.50834,0.0008020073829962,0.1844316576578231,0.0417130772642418,0.9059542529019629,2373.96,2,0.06,0.03745,0,0.12,9.121238,27.363714,0.44006392,5.4727426,-105.55729,36.491352,0.0001999573046117,0.1155612318030645,0.025160350114025
02064000,0.0576975634766593,179.81,1,0.06,0.01312,0,0.12,4.520752,13.562256,0.5997985,2.7124512,-78.978226,37.110176,0.0006218155234208,0.1562101718721398,0.0449234274373678,0.0570757479532384,126.86,4,0.055,1e-05,0,0.11,19.255287,57.765858,0.31648687,11.553172,-78.957794,37.116367,6.36878801925348e-05,0.0526544601419803,0.0058949991221104
06479215,0.7578365629553063,546.74,4,0.055,0.00068,0,0.11,14.218246,50.0,0.36179316,8.530948,-97.18609,45.185722,0.0009144253908996,0.1932429309845395,0.063030529480558,0.7569221375644066,542.82,4,0.055,1e-05,0,0.11,14.948317,50.0,0.35388848,8.96899,-97.18726,45.168385,4.800213909739924e-05,0.0458825060028661,0.0071925922700157
02011400,0.0960051355871409,506.72,3,0.055,0.00563,0,0.11,18.871714,56.61514,0.31930885,11.323029,-79.88295,38.036083,0.0008631953937758,0.1886295950205926,0.0441996421117565,0.0951419401933651,482.64,3,0.055,1e-05,0,0.11,18.87177,56.61531,0.31930843,11.323062,-79.900764,38.028694,3.694067340294979e-07,0.0029932951008653,0.0003331131777002
02111500,0.0787655684335657,358.33,1,0.06,0.03037,0,0.12,3.5806458,10.741938,0.66477424,2.1483874,-81.179825,36.169724,0.0003094975093775,0.1185248850530809,0.021764728209339,0.0784560709241882,299.63,4,0.055,1e-05,0,0.11,15.646683,50.0,0.346831,9.38801,-81.16966,36.169968,2.0734651284726773e-06,0.0075356324913252,0.0012570752650206
06352000,0.9414557441696516,771.05,3,0.055,0.00232,0,0.11,9.951149,30.0,0.42347786,5.9706893,-102.47452,46.17489,0.0009975992789504,0.2316805308731147,0.0814975391209928,0.9404581448907012,753.5,5,0.05,5e-05,0,0.1,29.319681,87.95904,0.26290134,17.591808,-102.444916,46.15796,0.0002555493800012,0.1164685128974123,0.0436764301878757
08155200,0.0934305775090408,229.62,3,0.055,0.00295,0,0.11,15.762195,47.286583,0.34570736,9.457316,-97.90831,30.30602,0.0008366128111664,0.212811165915356,0.0485467335282368,0.0925939646978743,214.96,3,0.055,0.00233,0,0.11,16.291485,48.874454,0.34070647,9.774891,-97.864334,30.30349,0.0018597158045115,0.2854466364763083,0.1320688636067257
13018300,1.1308138408641186,2540.69,1,0.06,0.20063,0,0.12,3.4998062,10.499418,0.6715054,2.0998838,-110.70014,43.461864,0.0003213348686781,0.1199048886962489,0.0304136169144251,1.1304925059954405,2035.71,2,0.06,0.04169,0,0.12,8.256332,24.768997,0.45983708,4.9537992,-110.72301,43.461716,0.0004093046047821,0.1245471177344868,0.0198828291662958
14154500,0.1123153319600093,593.5,1,0.06,0.10543,0,0.12,3.3877447,10.163234,0.68121594,2.032647,-122.88874,43.722946,0.0002932236493678,0.1213873708166304,0.0315420394694991,0.1120221083106415,268.04,5,0.05,0.01532,0,0.1,20.893509,70.0,0.30528885,12.536106,-122.88593,43.73876,0.0001296205870951,0.0893093942437556,0.0070383531999945
01487000,0.0136545904026479,5.11,4,0.055,0.00023,0,0.11,14.536883,50.0,0.35827285,8.72213,-75.56174,38.72778,5.78053609293014e-06,0.0140117215894289,0.0029079321811447,0.013648809866555,5.04,4,0.055,1e-05,0,0.11,14.709621,50.0,0.3564106,8.825772,-75.560555,38.727093,4.6616436874423094e-07,0.0037015188165669,0.0003907213415354
12175500,0.0440480046563042,410.98,4,0.055,0.01791,0,0.11,16.454876,50.0,0.33920977,9.872926,-121.0691,48.666622,0.0007247830873277,0.1880820857245647,0.0214746760213724,0.0433232215689765,373.83,4,0.055,0.00375,0,0.11,16.520163,50.0,0.3386177,9.912097,-121.07587,48.67635,6.626256526973205e-05,0.0765568986212416,0.0030071622846857
06311000,1.2735946517132135,2507.15,2,0.06,0.01369,0,0.12,9.977848,29.933544,0.42297757,5.9867086,-107.08057,44.027325,0.0002720817530966,0.1036232508251429,0.017427265982098,1.273322569960117,2486.37,2,0.06,0.00343,0,0.12,10.165422,30.496267,0.41951632,6.099253,-107.063034,44.021107,0.0003978596500235,0.1224468978190502,0.0199903857067996
14166500,0.106499040392789,158.13,1,0.06,0.01418,0,0.12,4.3779345,13.133803,0.6083535,2.6267607,-123.38275,44.040737,0.0006266028046695,0.1381390514208363,0.0319035099237513,0.1058724375881195,119.54,4,0.055,0.00094,0,0.11,15.87772,50.0,0.34459537,9.526632,-123.38127,44.049473,0.0003361791330101,0.1570043992680544,0.0348951200763105
02349900,0.1475499038538922,89.3,3,0.055,0.00149,0,0.11,12.648287,37.944862,0.38095918,7.5889726,-83.904144,32.188934,0.0003756188839111,0.1187000167832522,0.0247415393086045,0.1471742849699811,85.42,3,0.055,0.00077,0,0.11,13.194606,39.583817,0.373918,7.916764,-83.913414,32.17376,0.0002801158265698,0.114070704040916,0.0145478051652199
02017500,0.088396087226808,385.95,4,0.055,0.0059,0,0.11,16.40763,50.0,0.33964032,9.844579,-80.10731,37.506634,0.0001265646521867,0.0623020539881998,0.0129681648848751,0.0882695225746213,378.62,4,0.055,0.00037,0,0.11,21.00091,63.002728,0.30459908,12.600546,-80.098145,37.506523,5.328560281718926e-05,0.0415348209244912,0.011493695172877
01491000,0.0144682186050906,2.13,5,0.05,1e-05,0,0.1,16.980303,70.0,0.33453837,10.188182,-75.785324,38.99816,5.362358129428551e-05,0.0531249456259096,0.004497621768849,0.0144145950237963,2.13,5,0.05,1e-05,0,0.1,17.854898,70.0,0.32720733,10.712938,-75.78812,38.99038,0.0001689004737809,0.0817510824623037,0.0180575288674419
06917000,0.5284174118962018,258.95,1,0.06,0.00572,0,0.12,4.1095037,12.328511,0.6255751,2.4657023,-94.70422,38.028545,0.0004754538894997,0.1288842972664791,0.0343684419024738,0.5279419580067021,239.93,4,0.055,0.00131,0,0.11,23.397943,70.19383,0.29041559,14.038766,-94.70682,38.01087,7.986710560644388e-05,0.0604898937189077,0.0127514332790016
05454000,0.4851232312630412,213.71,1,0.06,0.0121,0,0.12,2.8705637,8.611691,0.732866,1.7223383,-91.495544,41.691677,2.248449484500791e-05,0.0268590472615366,0.0068568368421629,0.4851007467681962,205.76,4,0.055,0.00156,0,0.11,10.516739,50.0,0.41327488,6.3100433,-91.50566,41.694183,0.0003805768841573,0.1143141230655889,0.0321258234973129
04224775,0.1041839592876289,225.41,4,0.055,0.00445,0,0.11,15.520567,50.0,0.34807152,9.312341,-77.70429,42.534973,0.0002960518579252,0.1102984768683162,0.0253892871751034,0.1038879074297037,214.24,4,0.055,0.00043,0,0.11,16.73701,50.211025,0.33667514,10.042205,-77.69998,42.541756,3.945256550610167e-07,0.0032767327315165,0.0004160891648756
11480390,0.0245776046545557,819.75,4,0.055,1e-05,0,0.11,15.794656,50.0,0.3453937,9.476793,-123.335655,40.284935,7.091263580654871e-05,0.0469208997944278,0.0073369742608559,0.0245066920187491,819.75,4,0.055,0.00184,0,0.11,15.967137,50.0,0.34374267,9.580282,-123.34158,40.295387,0.0005448285181762,0.1694907035242625,0.0180996963983058
11141280,0.0047836959696031,200.81,2,0.06,0.00927,0,0.12,9.596119,28.788357,0.4303199,5.7576714,-120.47412,35.239223,0.0004438431548749,0.1161089021975173,0.0341560611851453,0.0043398528147282,169.09,2,0.06,0.00074,0,0.12,9.675119,29.02536,0.42876616,5.805072,-120.47598,35.22498,0.0001356275902677,0.0849281951318775,0.0078362940807883
02310947,0.0993649420726483,26.9,3,0.055,0.0008,0,0.11,15.056575,45.169724,0.35276365,9.033945,-82.053566,28.300526,0.0001759369441462,0.0782167514272394,0.0156757149755254,0.0991890051285021,25.59,4,0.055,0.00036,0,0.11,22.88242,68.647255,0.29328418,13.729451,-82.0742,28.299149,0.0007769996826065,0.2368552812009952,0.0344501702474306
01510000,0.1131308699733847,317.22,4,0.055,0.00267,0,0.11,18.39949,55.19847,0.32289875,11.039695,-75.89905,42.54846,0.0003128918905983,0.0992095109857771,0.0226763232940826,0.1128179780827863,311.23,4,0.055,1e-05,0,0.11,18.651318,55.953953,0.32096803,11.19079,-75.90071,42.53626,0.0002591817923191,0.0984761753544239,0.013887454344099
14020000,0.2419479138480683,781.33,1,0.06,0.11229,0,0.12,3.20543,9.61629,0.69804555,1.923258,-118.33713,45.722202,0.0001970217503387,0.1087725532577527,0.0180464257849552,0.2417508920977295,570.67,4,0.055,0.01148,0,0.11,17.901072,53.703217,0.3268347,10.740643,-118.347466,45.71149,0.0006405120723267,0.1484809472779349,0.03314534944593
09312600,0.4712059605402778,2207.94,3,0.055,0.00205,0,0.11,14.746431,44.239292,0.35601783,8.847858,-111.03531,39.872543,0.0004234233938872,0.1673629034032429,0.0125610354961023,0.4707825371463906,2205.22,3,0.055,0.00657,0,0.11,14.873838,44.621517,0.35466915,8.924303,-111.02798,39.860844,0.0001521378619558,0.0654071044541864,0.0173229492299036
11143000,0.0016820942669235,321.31,1,0.06,0.10278,0,0.12,3.821981,11.465942,0.6459173,2.2931886,-121.76614,36.23347,0.0003752441910019,0.1138931648283546,0.0253175965264469,0.0013068500759216,75.67,4,0.055,0.01794,0,0.11,12.595207,50.0,0.38166663,7.5571246,-121.776436,36.243362,2.120472681694492e-05,0.0258717870083498,0.0044581550595885
01518862,0.1122976711897678,586.48,1,0.06,0.02205,0,0.12,5.879111,17.637333,0.5341543,3.5274663,-77.54822,41.94963,0.0014424450314306,0.2865986687923902,0.086901137412712,0.1108552261583371,404.36,4,0.055,0.00013,0,0.11,15.892923,50.0,0.3444499,9.535754,-77.52148,41.925156,3.712072136931461e-06,0.0139372501675643,0.0014912386582033
11473900,0.0385483600844175,283.57,6,0.05,1e-05,0,0.1,31.94959,95.84877,0.2531245,19.169754,-123.324615,39.706852,0.0001395114184801,0.0711941713254775,0.0115580615261658,0.0384088486659374,283.57,6,0.05,0.00876,0,0.1,31.966387,95.89916,0.25306582,19.179832,-123.33144,39.707546,9.08431915722352e-05,0.0752809338838665,0.0062393956632138
13340600,0.3868646361318043,512.24,4,0.055,0.02964,0,0.11,13.736931,50.0,0.36733198,8.242159,-115.62103,46.841663,1.4858724993656672e-06,0.0074194680014205,0.000724360407536,0.3868631502593049,510.58,5,0.05,1e-05,0,0.1,39.190685,117.57206,0.23130985,23.514412,-115.62059,46.842083,3.0778633860715757e-06,0.0136174553820308,0.0007510312909804
14139800,0.0584490958781563,450.11,3,0.055,0.05323,0,0.11,8.608649,30.0,0.45143744,5.1651893,-122.09694,45.442608,0.0005213405489657,0.1688381507080822,0.0437193631061017,0.0579277553291906,262.69,3,0.055,0.0005,0,0.11,8.770224,30.0,0.44774917,5.262134,-122.121086,45.449135,0.0002636648324087,0.1256227673371124,0.0082384439650091
14138900,0.060087509337714,358.12,2,0.06,0.05299,0,0.12,6.8836584,20.650976,0.49824476,4.130195,-122.034,45.498333,0.0001158389053213,0.0872441979114936,0.0046378330090487,0.0599716704323927,332.21,2,0.06,0.03626,0,0.12,6.977633,20.9329,0.49527308,4.1865797,-122.03559,45.494102,9.894553746655298e-05,0.0707335425377577,0.0053249227574341
03182500,0.6408163391099635,643.37,4,0.055,0.00205,0,0.11,28.393082,85.179245,0.26665255,17.035849,-80.11684,38.18979,0.0003964901505512,0.1161169628923239,0.0326634448784363,0.6404198489594123,637.24,4,0.055,0.00013,0,0.11,28.642637,85.92792,0.26562506,17.185583,-80.127174,38.180527,0.0001423264409942,0.0764729730636698,0.0125126630561246
